v6_id	gene_name	compartment	subcluster	cell_type	fincher_cluster	log2fc	pval
dd_Smed_v6_15531_0_1	dd15531	X1 Major Tissue	PLOD1+			0.275010399466349	1.93096587095578e-27
dd_Smed_v6_18940_0_1	dd18940	X1 Major Tissue	PLOD1+			1.773001808731	9.1935377492253e-27
dd_Smed_v6_15253_0_1	pitx	X1 Major Tissue	PLOD1+			0.653164075872651	1.64524945661807e-22
dd_Smed_v6_25344_0_1	nk4	X1 Major Tissue	PLOD1+			2.2285394487293	6.31226275377978e-22
dd_Smed_v6_18125_0_1	dd18125	X1 Major Tissue	PLOD1+			2.67660680278756	1.15948462272397e-20
dd_Smed_v6_3935_0_1	EGR-1	X1 Major Tissue	PLOD1+			0.253662750929412	2.01567287518108e-19
dd_Smed_v6_13474_0_1	dd13474	X1 Major Tissue	PLOD1+			3.6843490910851	5.16207270418174e-19
dd_Smed_v6_26182_0_1	dd26182	X1 Major Tissue	PLOD1+			2.30638041816614	6.101508058822e-15
dd_Smed_v6_15144_0_1	lhx2/9	X1 Major Tissue	PLOD1+			1.57857615041564	9.12062776259539e-10
dd_Smed_v6_17731_0_1	sim	X1 Major Tissue	PLOD1+			3.20659276282403	1.40831273411272e-08
dd_Smed_v6_28216_0_1	dd28216	X1 Major Tissue	PLOD1+			0.821380081098764	4.32040935185484e-08
dd_Smed_v6_8606_0_1	prep	X1 Major Tissue	PLOD1+			0.309007319585408	0.000211133885162083
dd_Smed_v6_15104_0_1	ap2	X1 Major Tissue	PLOD1+			2.69758847763223	0.00174464755547073
dd_Smed_v6_16955_0_1	dd16955	X1 Major Tissue	PLOD1+			2.21628258588135	0.0107614959910203
dd_Smed_v6_13772_0_1	PROX-1	X1 Major Tissue	Intestine			3.40589822146597	0.0
dd_Smed_v6_1694_0_1	hnf4	X1 Major Tissue	Intestine			4.87731423265686	0.0
dd_Smed_v6_2716_0_1	nkx2.2	X1 Major Tissue	Intestine			5.53607249615004	0.0
dd_Smed_v6_10039_0_1	osr	X1 Major Tissue	Intestine			2.75089711578703	0.0
dd_Smed_v6_2946_0_1	dd2946	X1 Major Tissue	Intestine			3.56893385399635	0.0
dd_Smed_v6_2789_0_1	fos-1	X1 Major Tissue	Intestine			0.979792785441733	1.71355000750406e-168
dd_Smed_v6_50662_0_1	dd50662	X1 Major Tissue	Intestine			1.04441570466486	5.22860253522147e-155
dd_Smed_v6_3565_0_1	runt-2	X1 Major Tissue	Intestine			1.24730684941349	1.27066712092819e-117
dd_Smed_v6_8720_0_1	ZFP-1	X1 Major Tissue	Intestine			0.36731893123445	2.002460002144e-75
dd_Smed_v6_16388_0_1	dd16388	X1 Major Tissue	Intestine			0.919886784412254	6.26060072170289e-74
dd_Smed_v6_17324_0_1	dd17324	X1 Major Tissue	Intestine			0.722523608438832	3.62080436062611e-65
dd_Smed_v6_24743_0_1	dd24743	X1 Major Tissue	Intestine			3.94250543919751	1.31512072454278e-52
dd_Smed_v6_11118_0_1	dd11118	X1 Major Tissue	Intestine			0.730513522897441	5.76767516541268e-48
dd_Smed_v6_7033_0_1	dd7033	X1 Major Tissue	Intestine			0.481378190245825	1.8801791352103e-35
dd_Smed_v6_6481_0_1	dd6481	X1 Major Tissue	Intestine			0.35367395451113	1.5076127128312e-32
dd_Smed_v6_17566_0_1	dd17566	X1 Major Tissue	Intestine			0.263819704006715	4.9503120836949e-28
dd_Smed_v6_13890_0_1	dd13890	X1 Major Tissue	Intestine			0.271406603370886	2.69365524479658e-25
dd_Smed_v6_23249_0_1	foxd	X1 Major Tissue	Pharynx			5.09056085653632	1.52444143769805e-128
dd_Smed_v6_15107_0_1	dd15107	X1 Major Tissue	Pharynx			1.79219945242094	1.582592203663e-94
dd_Smed_v6_60078_0_1	dd60078	X1 Major Tissue	Pharynx			1.29445556102397	3.9648526600972e-87
dd_Smed_v6_17731_0_1	sim	X1 Major Tissue	Pharynx			1.99749148260275	6.84334232228649e-86
dd_Smed_v6_50662_0_1	dd50662	X1 Major Tissue	Pharynx			0.822390837116581	7.97458205376763e-67
dd_Smed_v6_18952_0_1	scratch	X1 Major Tissue	Pharynx			1.17953197103753	2.32971533251569e-60
dd_Smed_v6_14712_0_1	dd14712	X1 Major Tissue	Pharynx			1.22944472991215	1.83710690598937e-52
dd_Smed_v6_18719_0_1	dd18719	X1 Major Tissue	Pharynx			3.13772037007594	1.19959884588962e-48
dd_Smed_v6_48508_0_1	dd48508	X1 Major Tissue	Pharynx			1.32022635531861	2.98202043226328e-45
dd_Smed_v6_8096_0_1	fer3l-1	X1 Major Tissue	Pharynx			0.737617895050761	1.5286443268491e-27
dd_Smed_v6_38033_0_1	dd38033	X1 Major Tissue	Pharynx			0.30030407525255	2.36024817549439e-26
dd_Smed_v6_10039_0_1	osr	X1 Major Tissue	Pharynx			0.380692729507091	2.48735808364648e-20
dd_Smed_v6_17566_0_1	dd17566	X1 Major Tissue	Pharynx			2.77609157478966	4.68326006272164e-18
dd_Smed_v6_13704_0_1	ptf-4	X1 Major Tissue	Pharynx			2.67834007147492	1.35962267310478e-15
dd_Smed_v6_9282_0_1	dd9282	X1 Major Tissue	Pharynx			0.305096293281617	2.95442314300373e-14
dd_Smed_v6_41553_0_1	dd41553	X1 Major Tissue	Pharynx			0.548727100697348	1.38563521121003e-13
dd_Smed_v6_28888_0_1	dd28888	X1 Major Tissue	Pharynx			1.83338091286575	2.00317705965632e-07
dd_Smed_v6_14115_0_1	dd14115	X1 Major Tissue	Pharynx			1.18368780453302	4.461092644884e-05
dd_Smed_v6_7442_0_1	dd7442	X1 Major Tissue	Pharynx			0.265297944012678	0.000113921123307343
dd_Smed_v6_18207_0_1	dd18207	X1 Major Tissue	Pharynx			0.605296176106436	0.000126048036095745
dd_Smed_v6_25344_0_1	nk4	X1 Major Tissue	Pharynx			1.00461016067056	0.000958161836683077
dd_Smed_v6_21347_0_1	dd21347	X1 Major Tissue	Pharynx			1.21221777667154	0.00159621442265319
dd_Smed_v6_17476_0_1	dd17476	X1 Major Tissue	Pharynx			0.972349062250322	0.00695950660105307
dd_Smed_v6_11893_0_1	dd11893	X1 Major Tissue	Pharynx			1.47227089849064	0.0106215159241209
dd_Smed_v6_10320_0_1	dd10320	X1 Major Tissue	Pharynx			0.534816458893224	0.0262823110537751
dd_Smed_v6_16472_0_1	dd16472	X1 Major Tissue	Parenchymal			4.23891235832897	1.45977999670688e-227
dd_Smed_v6_13343_0_1	dd13343	X1 Major Tissue	Parenchymal			2.16643629756459	5.03503408116358e-222
dd_Smed_v6_17397_0_1	ptf-1	X1 Major Tissue	Parenchymal			5.56376953453195	4.68174471394963e-168
dd_Smed_v6_14712_0_1	dd14712	X1 Major Tissue	Parenchymal			2.99714741518709	8.4261692760318e-149
dd_Smed_v6_5882_0_1	dd5882	X1 Major Tissue	Parenchymal			4.60762494524645	7.72560252934014e-127
dd_Smed_v6_415_0_1	dd415	X1 Major Tissue	Parenchymal			1.71862001712455	4.65806460034557e-122
dd_Smed_v6_4831_0_1	dd4831	X1 Major Tissue	Parenchymal			1.92097518316047	1.95966608296514e-104
dd_Smed_v6_1032_0_1	dd1032	X1 Major Tissue	Parenchymal			2.01396784136821	4.72007905712674e-91
dd_Smed_v6_25344_0_1	nk4	X1 Major Tissue	Parenchymal			1.33101849357022	2.31673299587797e-89
dd_Smed_v6_48508_0_1	dd48508	X1 Major Tissue	Parenchymal			1.20892938217003	2.88019349120351e-74
dd_Smed_v6_4675_0_1	dd4675	X1 Major Tissue	Parenchymal			1.10278148186975	3.00107014865572e-65
dd_Smed_v6_8820_0_1	islet1	X1 Major Tissue	Parenchymal			2.43816012737286	3.35203788355504e-65
dd_Smed_v6_17476_0_1	dd17476	X1 Major Tissue	Parenchymal			2.62001880108347	7.68839057491216e-40
dd_Smed_v6_19255_0_1	dd19255	X1 Major Tissue	Parenchymal			1.41551013425539	1.46316951036267e-39
dd_Smed_v6_13898_0_1	nkx2-like	X1 Major Tissue	Parenchymal			1.45246660849982	4.75132951486489e-32
dd_Smed_v6_49794_0_1	dd49794	X1 Major Tissue	Parenchymal			4.03277724636388	1.61555203185078e-30
dd_Smed_v6_9460_0_2	dd9460	X1 Major Tissue	Parenchymal			0.991022824257766	3.79536832224802e-27
dd_Smed_v6_7442_0_1	dd7442	X1 Major Tissue	Parenchymal			0.62123363577992	7.75401070299818e-22
dd_Smed_v6_11975_0_1	dd11975	X1 Major Tissue	Parenchymal			1.12647255112151	5.65845465968643e-18
dd_Smed_v6_17324_0_1	dd17324	X1 Major Tissue	Parenchymal			1.05181810001061	1.40005432034908e-15
dd_Smed_v6_14910_0_1	dd14910	X1 Major Tissue	Parenchymal			1.1592443471502	1.90032538005827e-09
dd_Smed_v6_25321_0_1	dd25321	X1 Major Tissue	Parenchymal			1.214902885652	1.92041596444044e-08
dd_Smed_v6_15506_0_1	dd15506	X1 Major Tissue	Parenchymal			2.65817161199236	0.000743119625043025
dd_Smed_v6_8234_0_1	POU2/3	X1 Major Tissue	Protonephridia			7.28635666029378	7.20846551651368e-287
dd_Smed_v6_12617_0_1	dd12617	X1 Major Tissue	Protonephridia			5.7025855020951	1.02198906911751e-233
dd_Smed_v6_9774_0_1	Six1/2-2	X1 Major Tissue	Protonephridia			5.83043860627104	2.38786921264869e-158
dd_Smed_v6_2946_0_1	dd2946	X1 Major Tissue	Protonephridia			3.8998509509272	6.88231933138857e-67
dd_Smed_v6_11893_0_1	dd11893	X1 Major Tissue	Protonephridia			0.779837763894628	4.48943753867208e-53
dd_Smed_v6_18427_0_1	dd18427	X1 Major Tissue	Protonephridia			0.607576324355181	1.65886410105301e-45
dd_Smed_v6_9460_0_2	dd9460	X1 Major Tissue	Protonephridia			0.286948645730028	2.51333210135552e-30
dd_Smed_v6_49988_0_1	dd49988	X1 Major Tissue	Protonephridia			3.78248776187005	4.59712889267733e-23
dd_Smed_v6_7033_0_1	dd7033	X1 Major Tissue	Protonephridia			0.884570453259996	2.43447478207337e-21
dd_Smed_v6_12677_0_1	dd12677	X1 Major Tissue	Protonephridia			0.340996499906498	1.91226146532799e-15
dd_Smed_v6_5828_0_1	dd5828	X1 Major Tissue	Protonephridia			0.715483412050456	1.82749199605049e-10
dd_Smed_v6_2789_0_1	fos-1	X1 Major Tissue	Protonephridia			0.75223205121917	4.72287030836058e-05
dd_Smed_v6_6481_0_1	dd6481	X1 Major Tissue	Protonephridia			0.438309655117448	0.00118075210502073
dd_Smed_v6_15531_0_1	dd15531	X1 Major Tissue	Protonephridia			0.921231915783408	0.0022881381255918
