v6_id	gene_name	compartment	subcluster	cell_type	fincher_cluster	log2fc	pval
dd_Smed_v6_12617_0_1	dd12617	X1	8_1	Protonephridia	six1/2-2	4.62273549428401	2.60168350744858e-286
dd_Smed_v6_2946_0_1	dd2946	X1	8_1	Protonephridia	six1/2-2	3.96875175527597	3.0576072957925e-160
dd_Smed_v6_7324_0_1	dd7324	X1	8_1	Protonephridia	six1/2-2	2.66649181742704	2.33314447163693e-21
dd_Smed_v6_49988_0_1	dd49988	X1	8_1	Protonephridia	six1/2-2	1.58150591002427	1.11555273103849e-10
dd_Smed_v6_12617_0_1	dd12617	X1	8_2	Protonephridia	POU2/3	3.5776070348683	0.0
dd_Smed_v6_9774_0_1	Six1/2-2	X1	8_2	Protonephridia	POU2/3	3.09187731360235	1.35275647190614e-288
dd_Smed_v6_2946_0_1	dd2946	X1	8_2	Protonephridia	POU2/3	2.79597868549325	2.56749857060226e-220
dd_Smed_v6_49988_0_1	dd49988	X1	8_2	Protonephridia	POU2/3	2.2122072503305	5.47826575996908e-216
dd_Smed_v6_7324_0_1	dd7324	X1	8_2	Protonephridia	POU2/3		
dd_Smed_v6_1694_0_1	hnf4	X1	intestine_0	enterocytes	gata4/5/6-1	3.41166496848475	0.0
dd_Smed_v6_2716_0_1	nkx2.2	X1	intestine_0	enterocytes	gata4/5/6-1	3.56343736502543	0.0
dd_Smed_v6_2946_0_1	dd2946	X1	intestine_0	enterocytes	gata4/5/6-1	2.65349182979144	1.97497968514296e-245
dd_Smed_v6_10039_0_1	osr	X1	intestine_0	enterocytes	gata4/5/6-1	2.87281171378117	1.01945996627864e-205
dd_Smed_v6_13772_0_1	PROX-1	X1	intestine_0	enterocytes	gata4/5/6-1	2.72916970555099	1.03180830875708e-181
dd_Smed_v6_24743_0_1	dd24743	X1	intestine_0	enterocytes	gata4/5/6-1	3.11891411482425	6.05749089034778e-97
dd_Smed_v6_1694_0_1	hnf4	X1	intestine_1	enterocytes	gata4/5/6-1	3.81404278622932	0.0
dd_Smed_v6_2716_0_1	nkx2.2	X1	intestine_1	enterocytes	gata4/5/6-1	3.78251960970708	0.0
dd_Smed_v6_13772_0_1	PROX-1	X1	intestine_1	enterocytes	gata4/5/6-1	3.95181250512715	0.0
dd_Smed_v6_2946_0_1	dd2946	X1	intestine_1	enterocytes	gata4/5/6-1	2.92040452354235	6.23800017477132e-174
dd_Smed_v6_10039_0_1	osr	X1	intestine_1	enterocytes	gata4/5/6-1	2.75692518048049	7.91150075495751e-77
dd_Smed_v6_24743_0_1	dd24743	X1	intestine_1	enterocytes	gata4/5/6-1	2.66590987786308	2.54335910991669e-60
dd_Smed_v6_13772_0_1	PROX-1	X1	intestine_2	basal + goblet cells	gata4/5/6-1	2.05744132686523	1.44335122449101e-90
dd_Smed_v6_1694_0_1	hnf4	X1	intestine_2	basal + goblet cells	gata4/5/6-1	2.43016754867454	4.79368348394873e-87
dd_Smed_v6_2716_0_1	nkx2.2	X1	intestine_2	basal + goblet cells	gata4/5/6-1	2.13107351427825	5.12247560784859e-54
dd_Smed_v6_50662_0_1	dd50662	X1	intestine_2	basal + goblet cells	gata4/5/6-1	1.56533181467205	3.72201551267443e-25
dd_Smed_v6_24743_0_1	dd24743	X1	intestine_2	basal + goblet cells	gata4/5/6-1		
dd_Smed_v6_17324_0_1	dd17324	X1	intestine_2	basal + goblet cells	gata4/5/6-1		
dd_Smed_v6_2716_0_1	nkx2.2	X1	intestine_3	enterocytes	hnf4	2.75331879092932	3.90806785383046e-105
dd_Smed_v6_2946_0_1	dd2946	X1	intestine_3	enterocytes	hnf4	3.50179392192466	1.35758448694851e-101
dd_Smed_v6_24743_0_1	dd24743	X1	intestine_3	enterocytes	hnf4	2.75411992625696	2.41637702383272e-46
dd_Smed_v6_10039_0_1	osr	X1	intestine_3	enterocytes	hnf4	2.02042939458029	1.75665107599811e-37
dd_Smed_v6_2716_0_1	nkx2.2	X1	intestine_4	enterocytes	hnf4	6.54198298062317	9.4012699074656e-293
dd_Smed_v6_2946_0_1	dd2946	X1	intestine_4	enterocytes	hnf4	6.13886446595335	1.26602832467658e-141
dd_Smed_v6_10039_0_1	osr	X1	intestine_4	enterocytes	hnf4	5.5484676314015	4.49228691582459e-75
dd_Smed_v6_13772_0_1	PROX-1	X1	intestine_4	enterocytes	hnf4	4.52970779060095	2.42737481967318e-73
dd_Smed_v6_16955_0_1	dd16955	X1	intestine_4	enterocytes	hnf4	4.15205227465635	2.72062073619952e-31
dd_Smed_v6_24743_0_1	dd24743	X1	intestine_4	enterocytes	hnf4	2.66142844255449	1.18789713392341e-13
dd_Smed_v6_38033_0_1	dd38033	X1	neural2_0	sexual accessory	MECOM	5.59540489862187	1.78260507226748e-66
dd_Smed_v6_36829_0_1	dd36829	X1	neural2_0	sexual accessory	MECOM	5.07249583208767	5.40857194777259e-48
dd_Smed_v6_14213_0_1	dd14213	X1	neural2_0	sexual accessory	MECOM	4.85521020331017	4.2101036553936e-35
dd_Smed_v6_12617_0_1	dd12617	X1	neural2_0	sexual accessory	MECOM	3.79266696774935	2.62262706071278e-16
dd_Smed_v6_48430_0_1	ovo	X1	neural2_1	eye neoblasts	six1/2-1	6.55411504592125	3.08061742975865e-157
dd_Smed_v6_36829_0_1	dd36829	X1	neural2_1	eye neoblasts	six1/2-1	3.40663519333024	1.15086095777979e-14
dd_Smed_v6_38033_0_1	dd38033	X1	neural2_2	sexual accessory	MECOM	5.49379200047988	8.04793416089191e-28
dd_Smed_v6_12617_0_1	dd12617	X1	neural2_2	sexual accessory	MECOM	2.76117846287832	4.72058558179676e-10
dd_Smed_v6_2946_0_1	dd2946	X1	neural2_2	sexual accessory	MECOM	2.25349281544816	1.89483600113116e-05
dd_Smed_v6_17385_0_1	sp6-9	X1	neural2_3	eye neoblasts	ovo	1.75150300903163	2.7175477023806e-34
dd_Smed_v6_19255_0_1	dd19255	X1	neural2_3	eye neoblasts	ovo	1.7770880628882	6.25634923539411e-34
dd_Smed_v6_5882_0_1	dd5882	X1	neural2_3	eye neoblasts	ovo	1.69610520260983	2.28856480137735e-07
dd_Smed_v6_4831_0_1	dd4831	X1	neural2_3	eye neoblasts	ovo		
dd_Smed_v6_6114_0_1	dd6114	X1	neural2_3	eye neoblasts	ovo		
dd_Smed_v6_6114_0_1	dd6114	X1	plod1_0		dd12229	2.50507553432437	8.04689017732706e-85
dd_Smed_v6_7324_0_1	dd7324	X1	plod1_0		dd12229	1.76517776239057	1.16314964601773e-56
dd_Smed_v6_18125_0_1	dd18125	X1	plod1_0		dd12229	1.58208678588159	3.93744481074384e-54
dd_Smed_v6_11975_0_1	dd11975	X1	plod1_0		dd12229	1.95524541631625	3.45332365284062e-48
dd_Smed_v6_17749_0_1	dd17749	X1	plod1_0		dd12229	2.15220435464556	6.36011390450927e-48
dd_Smed_v6_12873_0_1	nkx6-2	X1	plod1_1		dd12229	4.83235457776859	0.0
dd_Smed_v6_6910_0_1	foxF-1	X1	plod1_1		dd12229	3.37997980767273	2.63901110986078e-190
dd_Smed_v6_7324_0_1	dd7324	X1	plod1_1		dd12229	3.98246052796647	1.98421792168535e-175
dd_Smed_v6_26182_0_1	dd26182	X1	plod1_1		dd12229	3.70176184155166	6.98463990919493e-168
dd_Smed_v6_15144_0_1	lhx2/9	X1	plod1_1		dd12229	4.18322817679165	5.43045289383536e-129
dd_Smed_v6_16955_0_1	dd16955	X1	plod1_1		dd12229	2.70279995105728	1.00595490443676e-76
dd_Smed_v6_17749_0_1	dd17749	X1	plod1_1		dd12229	2.27438517041464	1.98369549003442e-73
dd_Smed_v6_25344_0_1	nk4	X1	plod1_10	Lateral DV Muscle	nk4 (cont 1)	4.13000844595558	1.41175612474156e-168
dd_Smed_v6_18940_0_1	dd18940	X1	plod1_10	Lateral DV Muscle	nk4 (cont 1)	3.38700303565852	4.00765365166365e-122
dd_Smed_v6_18125_0_1	dd18125	X1	plod1_10	Lateral DV Muscle	nk4 (cont 1)	3.05460339425381	4.17831221961013e-76
dd_Smed_v6_11975_0_1	dd11975	X1	plod1_10	Lateral DV Muscle	nk4 (cont 1)	3.05378510117675	2.49534532639379e-59
dd_Smed_v6_12229_0_1	dd12229	X1	plod1_10	Lateral DV Muscle	nk4 (cont 1)	2.09170658961815	1.68185984776414e-36
dd_Smed_v6_17951_0_1	twist	X1	plod1_11	Pharynx Muscle	foxF-1	5.65346537488964	0.0
dd_Smed_v6_22585_0_1	ZicA	X1	plod1_11	Pharynx Muscle	foxF-1	5.05914097440543	7.55691070939637e-267
dd_Smed_v6_13474_0_1	dd13474	X1	plod1_11	Pharynx Muscle	foxF-1	4.28138763058264	9.89665299891406e-219
dd_Smed_v6_21347_0_1	dd21347	X1	plod1_11	Pharynx Muscle	foxF-1	3.82194950938784	1.07255156293539e-182
dd_Smed_v6_15104_0_1	ap2	X1	plod1_11	Pharynx Muscle	foxF-1	3.65845225075437	5.05511453496284e-83
dd_Smed_v6_16070_0_1	musculin	X1	plod1_11	Pharynx Muscle	foxF-1	2.62401755598773	2.82214758070075e-77
dd_Smed_v6_31435_0_1	lbx	X1	plod1_12	Longitudinal Muscle	myoD	6.79793450181475	0.0
dd_Smed_v6_20096_0_1	dd20096	X1	plod1_12	Longitudinal Muscle	myoD	4.2803015732333	0.0
dd_Smed_v6_13474_0_1	dd13474	X1	plod1_12	Longitudinal Muscle	myoD	3.39531416611235	3.48870239398102e-157
dd_Smed_v6_17749_0_1	dd17749	X1	plod1_12	Longitudinal Muscle	myoD	3.10418810753465	4.43096545869757e-132
dd_Smed_v6_12229_0_1	dd12229	X1	plod1_12	Longitudinal Muscle	myoD	2.62263661362712	8.06038074313901e-123
dd_Smed_v6_17332_0_1	hesl-2	X1	plod1_2		hesl-3	3.84599161023388	3.74371374824701e-138
dd_Smed_v6_12873_0_1	nkx6-2	X1	plod1_2		hesl-3	2.78900478336332	6.20292145764939e-116
dd_Smed_v6_16070_0_1	musculin	X1	plod1_2		hesl-3	1.65832246407544	3.38111481562285e-52
dd_Smed_v6_13341_0_1	dd13341	X1	plod1_2		hesl-3	2.34576988558957	4.18793095893572e-35
dd_Smed_v6_25344_0_1	nk4	X1	plod1_2		hesl-3	2.0858913251219	6.97675782110893e-26
dd_Smed_v6_18147_0_1	dd18147	X1	plod1_3		dd12229	3.0012356072476	4.74439002981626e-121
dd_Smed_v6_11975_0_1	dd11975	X1	plod1_3		dd12229	2.22625980868076	3.06770663030064e-107
dd_Smed_v6_7324_0_1	dd7324	X1	plod1_3		dd12229	2.69900421888911	3.8253515541065e-99
dd_Smed_v6_16955_0_1	dd16955	X1	plod1_3		dd12229	1.75662039936619	4.65461321724726e-58
dd_Smed_v6_18125_0_1	dd18125	X1	plod1_3		dd12229	1.50269850762663	1.390302567952e-20
dd_Smed_v6_10868_0_1	fer3l-2	X1	plod1_4	Phagocytic/Cathepsin	ets-1	5.09370945558465	0.0
dd_Smed_v6_12229_0_1	dd12229	X1	plod1_4	Phagocytic/Cathepsin	ets-1	4.83923429854815	0.0
dd_Smed_v6_6910_0_1	foxF-1	X1	plod1_4	Phagocytic/Cathepsin	ets-1	2.99782366717554	1.44100175830194e-250
dd_Smed_v6_7324_0_1	dd7324	X1	plod1_4	Phagocytic/Cathepsin	ets-1	3.151200314461	6.48299447516986e-215
dd_Smed_v6_11975_0_1	dd11975	X1	plod1_4	Phagocytic/Cathepsin	ets-1	3.83914900243108	8.81400898308838e-147
dd_Smed_v6_19327_0_1	nkx1-1	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	5.23219453201325	0.0
dd_Smed_v6_26182_0_1	dd26182	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	4.13868588222418	0.0
dd_Smed_v6_12873_0_1	nkx6-2	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	3.89462669428073	0.0
dd_Smed_v6_12229_0_1	dd12229	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	4.67066008382097	7.047915607e-315
dd_Smed_v6_31435_0_1	lbx	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	3.13379078935317	1.77543718914324e-214
dd_Smed_v6_16955_0_1	dd16955	X1	plod1_5	Circular + Intestinal Muscle (+ Neighboring Longitudinal Signal)	lhx2/9	1.95475615336282	6.3409046141441e-97
dd_Smed_v6_16070_0_1	musculin	X1	plod1_6	Pharynx Muscle	dmd-3	5.8227612896176	0.0
dd_Smed_v6_22585_0_1	ZicA	X1	plod1_6	Pharynx Muscle	dmd-3	4.8842307491642	0.0
dd_Smed_v6_13474_0_1	dd13474	X1	plod1_6	Pharynx Muscle	dmd-3	4.14989155052902	0.0
dd_Smed_v6_6910_0_1	foxF-1	X1	plod1_6	Pharynx Muscle	dmd-3	3.68078806104064	0.0
dd_Smed_v6_18940_0_1	dd18940	X1	plod1_6	Pharynx Muscle	dmd-3	4.41237625053609	5.82169009160642e-274
dd_Smed_v6_15104_0_1	ap2	X1	plod1_7	Pharynx Muscle	twist	3.51938041036218	9.65708685553111e-199
dd_Smed_v6_13474_0_1	dd13474	X1	plod1_7	Pharynx Muscle	twist	3.81092003617629	1.62371301373401e-115
dd_Smed_v6_9893_0_1	coe	X1	plod1_7	Pharynx Muscle	twist	2.49825253072821	1.17723971986886e-57
dd_Smed_v6_16466_0_1	dd16466	X1	plod1_7	Pharynx Muscle	twist	1.85622929427517	4.8983122360675e-47
dd_Smed_v6_6910_0_1	foxF-1	X1	plod1_7	Pharynx Muscle	twist	1.82219494835947	7.68395643124145e-42
dd_Smed_v6_9165_0_1	ets-1	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	4.21544880780258	0.0
dd_Smed_v6_16466_0_1	dd16466	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	3.90387968700663	5.702481800827e-188
dd_Smed_v6_10673_0_1	dd10673	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	2.83799767840442	7.43784786384284e-93
dd_Smed_v6_8820_0_1	islet1	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	2.37783138111908	5.23491581887895e-82
dd_Smed_v6_12229_0_1	dd12229	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	2.81157200910316	1.07792271162696e-77
dd_Smed_v6_7324_0_1	dd7324	X1	plod1_8	Medial DV Muscle	gata4/5/6-2	2.13789550447734	3.41944132814814e-50
dd_Smed_v6_17951_0_1	twist	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_16070_0_1	musculin	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_9893_0_1	coe	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_17332_0_1	hesl-2	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_22585_0_1	ZicA	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_12873_0_1	nkx6-2	X1	plod1_9	Pharynx Muscle	sim		
dd_Smed_v6_15555_0_1	pou4l-1	X1 Major Tissue	Neural			3.33813774458937	0.0
dd_Smed_v6_22992_0_1	dd22992	X1 Major Tissue	Neural			2.98165701749118	0.0
dd_Smed_v6_7227_0_1	dd7227	X1 Major Tissue	Neural			1.13737402097364	0.0
dd_Smed_v6_10911_0_1	dd10911	X1 Major Tissue	Neural			2.24558545069679	0.0
dd_Smed_v6_18505_0_1	dd18505	X1 Major Tissue	Neural			1.52420893774234	0.0
dd_Smed_v6_8483_0_1	dd8483	X1 Major Tissue	Neural			1.15063867751248	0.0
dd_Smed_v6_11198_0_1	nkx6-like	X1 Major Tissue	Neural			2.92520152189028	1.30215003424482e-303
dd_Smed_v6_13215_0_1	soxB	X1 Major Tissue	Neural			3.57958483381425	1.73619615454896e-258
dd_Smed_v6_73714_0_1	dd73714	X1 Major Tissue	Neural			2.59460695784526	1.04144729441208e-252
dd_Smed_v6_17566_0_1	dd17566	X1 Major Tissue	Neural			0.509973572358335	2.19843571959603e-240
dd_Smed_v6_14753_0_1	ascl-2	X1 Major Tissue	Neural			2.89339002605048	6.7366584906877e-232
dd_Smed_v6_15253_0_1	pitx	X1 Major Tissue	Neural			1.15398705705416	4.66287464978016e-198
dd_Smed_v6_17476_0_1	dd17476	X1 Major Tissue	Neural			0.887426039631324	3.83067310449406e-181
dd_Smed_v6_15107_0_1	dd15107	X1 Major Tissue	Neural			2.33142965918163	7.22345058631573e-181
dd_Smed_v6_18207_0_1	dd18207	X1 Major Tissue	Neural			1.05711205972475	2.53716931832442e-124
dd_Smed_v6_14213_0_1	dd14213	X1 Major Tissue	Neural			2.11173769992635	5.27863007304497e-109
dd_Smed_v6_54422_0_1	dd54422	X1 Major Tissue	Neural			0.842716364629916	6.65825745401899e-100
dd_Smed_v6_12677_0_1	dd12677	X1 Major Tissue	Neural			0.619880196012781	1.09545722614735e-86
dd_Smed_v6_48508_0_1	dd48508	X1 Major Tissue	Neural			0.688557926854727	3.35356312289875e-85
dd_Smed_v6_9893_0_1	coe	X1 Major Tissue	Neural			0.71954060542676	3.35888282605484e-83
dd_Smed_v6_29462_0_1	dd29462	X1 Major Tissue	Neural			0.825598577116405	7.33555573722127e-81
dd_Smed_v6_22585_0_1	ZicA	X1 Major Tissue	Neural			0.259008943081552	3.74227208272302e-78
dd_Smed_v6_13341_0_1	dd13341	X1 Major Tissue	Neural			0.618864123069692	6.84161316015398e-66
dd_Smed_v6_17324_0_1	dd17324	X1 Major Tissue	Neural			1.46372290694283	1.32841907178238e-64
dd_Smed_v6_9287_0_1	dd9287	X1 Major Tissue	Neural			0.499855350415718	2.14951194641407e-60
dd_Smed_v6_13898_0_1	nkx2-like	X1 Major Tissue	Neural			2.71265772948042	3.0735773112323e-60
dd_Smed_v6_17498_0_1	dd17498	X1 Major Tissue	Neural			2.2262518752744	4.12545261663906e-54
dd_Smed_v6_36829_0_1	dd36829	X1 Major Tissue	Neural			2.09726569694393	4.9865516656854e-54
dd_Smed_v6_18952_0_1	scratch	X1 Major Tissue	Neural			2.50478438630541	2.14754613899326e-40
dd_Smed_v6_21717_0_1	neuroD-1	X1 Major Tissue	Neural			3.29143261887753	3.22757503014412e-37
dd_Smed_v6_28804_0_1	dd28804	X1 Major Tissue	Neural			2.01259584176084	1.54313209652708e-36
dd_Smed_v6_47627_0_1	dd47627	X1 Major Tissue	Neural			0.869174736776841	9.63712362053955e-35
dd_Smed_v6_14712_0_1	dd14712	X1 Major Tissue	Neural			1.10235283582655	7.04858624977502e-31
dd_Smed_v6_11893_0_1	dd11893	X1 Major Tissue	Neural			1.22258761742216	1.22378457599884e-30
dd_Smed_v6_16399_0_1	meis	X1 Major Tissue	Neural			1.57436489067325	7.0638914636643e-27
dd_Smed_v6_48430_0_1	ovo	X1 Major Tissue	Neural			0.410897105460539	7.35091300565908e-27
dd_Smed_v6_7442_0_1	dd7442	X1 Major Tissue	Neural			0.300377505757474	1.92406454331449e-21
dd_Smed_v6_19286_0_1	dd19286	X1 Major Tissue	Neural			1.990565586456	2.4563382022951e-21
dd_Smed_v6_58909_0_1	gata4/5/6-3	X1 Major Tissue	Neural			1.35345030430896	5.65400288339481e-20
dd_Smed_v6_41553_0_1	dd41553	X1 Major Tissue	Neural			1.32650321466071	1.09575064243815e-18
dd_Smed_v6_14633_0_1	otxA	X1 Major Tissue	Neural			1.83645858593832	2.10079065819084e-18
dd_Smed_v6_13056_0_1	tcf1	X1 Major Tissue	Neural			3.82041491023603	7.02755030221179e-18
dd_Smed_v6_17534_0_1	arh	X1 Major Tissue	Neural			2.56434265506027	8.7912621065266e-18
dd_Smed_v6_17385_0_1	sp6-9	X1 Major Tissue	Neural			3.24946329983028	5.98978652881426e-16
dd_Smed_v6_13704_0_1	ptf-4	X1 Major Tissue	Neural			1.59649488375785	8.17977101622021e-11
dd_Smed_v6_13772_0_1	PROX-1	X1 Major Tissue	Neural			0.733104910504855	1.2123832155377e-10
dd_Smed_v6_17726_0_1	Pax6A	X1 Major Tissue	Neural			3.28108669199932	3.80394818321503e-10
dd_Smed_v6_28888_0_1	dd28888	X1 Major Tissue	Neural			2.81861930369755	7.74128765442757e-10
dd_Smed_v6_14824_0_1	dd14824	X1 Major Tissue	Neural			1.7837514679672	1.02720994869973e-06
dd_Smed_v6_10320_0_1	dd10320	X1 Major Tissue	Neural			0.992910124151622	5.16115057528918e-05
dd_Smed_v6_52497_0_1	hmx-1	X1 Major Tissue	Neural			4.12507139300599	0.00271563784246559
dd_Smed_v6_5828_0_1	dd5828	X1 Major Tissue	Neural			1.70437359947947	0.0474608815172301
dd_Smed_v6_8720_0_1	ZFP-1	X1 Major Tissue	Epidermis			3.19424333973221	8.97066088331204e-44
dd_Smed_v6_5942_0_1	SOXP-3	X1 Major Tissue	Epidermis			4.25531668387869	4.96607921797041e-21
dd_Smed_v6_3935_0_1	dd3935	X1 Major Tissue	Epidermis			4.02636128688071	1.53365370879495e-19
dd_Smed_v6_7824_0_1	Sp5	X1 Major Tissue	Epidermis			1.49389573668342	2.03964021619197e-11
dd_Smed_v6_7033_0_1	dd7033	X1 Major Tissue	Epidermis			0.790519399979118	2.80209116850626e-10
dd_Smed_v6_12317_0_1	dd12317	X1 Major Tissue	Epidermis			1.7873361763387	1.8601085425147e-08
dd_Smed_v6_2789_0_1	fos-1	X1 Major Tissue	Epidermis			0.656718774116724	7.94621884548796e-07
dd_Smed_v6_14910_0_1	dd14910	X1 Major Tissue	Epidermis			1.16267389286091	2.29207477812513e-06
dd_Smed_v6_25769_0_1	dd25769	X1 Major Tissue	Epidermis			2.4811790629072	0.000398067765826005
dd_Smed_v6_49988_0_1	dd49988	X1 Major Tissue	Epidermis			0.845856874843698	0.00115276579661073
dd_Smed_v6_15471_0_1	dd15471	X1 Major Tissue	Epidermis			3.64640230736644	0.00222003375733689
dd_Smed_v6_18719_0_1	dd18719	X1 Major Tissue	Epidermis			0.567508606305692	0.00299067540386366
dd_Smed_v6_50662_0_1	dd50662	X1 Major Tissue	Epidermis			0.554610369559524	
dd_Smed_v6_11118_0_1	dd11118	X1 Major Tissue	Epidermis			0.374318237308806	
dd_Smed_v6_9189_0_1	dd9189	X1 Major Tissue	Epidermis			0.380106505037607	
dd_Smed_v6_9282_0_1	dd9282	X1 Major Tissue	Epidermis			0.284309040656775	
dd_Smed_v6_33575_0_1	dd33575	X1 Major Tissue	Epidermis			0.915560830047698	
dd_Smed_v6_17749_0_1	dd17749	X1 Major Tissue	Epidermis			0.315561223862707	
dd_Smed_v6_16007_0_1	dd16007	X1 Major Tissue	Epidermis			3.10146520835142	
dd_Smed_v6_16124_0_1	runt-1	X1 Major Tissue	Epidermis			0.346460895370182	
dd_Smed_v6_6470_0_1	tbx2/3b	X1 Major Tissue	Epidermis			2.80667731471141	
dd_Smed_v6_19859_0_1	dd19859	X1 Major Tissue	Epidermis			0.420264183316592	
dd_Smed_v6_13890_0_1	dd13890	X1 Major Tissue	Epidermis			0.358991424485962	
dd_Smed_v6_60078_0_1	dd60078	X1 Major Tissue	Epidermis			1.43221783964136	
dd_Smed_v6_32934_0_1	dd32934	X1 Major Tissue	Epidermis			2.46752083763778	
dd_Smed_v6_8606_0_1	prep	X1 Major Tissue	Epidermis			0.819430298202844	
dd_Smed_v6_13704_0_1	ptf-4	X1 Major Tissue	six1/2-1+			1.21521834199442	0.0
dd_Smed_v6_14213_0_1	dd14213	X1 Major Tissue	six1/2-1+			3.40193552758827	0.0
dd_Smed_v6_15104_0_1	ap2	X1 Major Tissue	six1/2-1+			1.34503846994285	0.0
dd_Smed_v6_18427_0_1	dd18427	X1 Major Tissue	six1/2-1+			0.712376520638827	0.0
dd_Smed_v6_9282_0_1	dd9282	X1 Major Tissue	six1/2-1+			0.706059867698636	3.35173557900665e-275
dd_Smed_v6_54422_0_1	dd54422	X1 Major Tissue	six1/2-1+			2.91922326916352	2.09367213444938e-251
dd_Smed_v6_3565_0_1	runt-2	X1 Major Tissue	six1/2-1+			1.17376078529108	9.32647965062333e-187
dd_Smed_v6_38033_0_1	dd38033	X1 Major Tissue	six1/2-1+			5.03285033432386	1.07285194743175e-185
dd_Smed_v6_10446_0_1	dd10446	X1 Major Tissue	six1/2-1+			0.939231548911211	2.10693277248667e-157
dd_Smed_v6_5828_0_1	dd5828	X1 Major Tissue	six1/2-1+			0.622802770367106	6.98592636992459e-157
dd_Smed_v6_8820_0_1	islet1	X1 Major Tissue	six1/2-1+			1.06579699396433	7.26591430821657e-157
dd_Smed_v6_2946_0_1	dd2946	X1 Major Tissue	six1/2-1+			2.02042632420591	2.02422721894921e-133
dd_Smed_v6_5882_0_1	dd5882	X1 Major Tissue	six1/2-1+			1.84587239156803	1.08766179243698e-117
dd_Smed_v6_16070_0_1	musculin	X1 Major Tissue	PLOD1+			5.20540609625616	0.0
dd_Smed_v6_6114_0_1	dd6114	X1 Major Tissue	PLOD1+			1.42846853537126	0.0
dd_Smed_v6_7324_0_1	dd7324	X1 Major Tissue	PLOD1+			4.0038752986703	0.0
dd_Smed_v6_9050_0_1	soxP-5	X1 Major Tissue	PLOD1+			1.54429508351883	0.0
dd_Smed_v6_17332_0_1	hesl-2	X1 Major Tissue	PLOD1+			4.4498239394215	1.70924762092251e-287
dd_Smed_v6_20096_0_1	dd20096	X1 Major Tissue	PLOD1+			1.93797040628857	3.41196679233191e-275
dd_Smed_v6_17951_0_1	twist	X1 Major Tissue	PLOD1+			4.76180828331339	5.35273860083237e-235
dd_Smed_v6_12229_0_1	dd12229	X1 Major Tissue	PLOD1+			3.62931597389334	6.77115047759011e-175
dd_Smed_v6_13283_0_1	Dmd-3	X1 Major Tissue	PLOD1+			3.98300448163503	5.02176370613572e-168
dd_Smed_v6_31435_0_1	lbx	X1 Major Tissue	PLOD1+			3.88610970104749	4.87642624279148e-162
dd_Smed_v6_17749_0_1	dd17749	X1 Major Tissue	PLOD1+			1.3200582665499	3.82346657816046e-151
dd_Smed_v6_37930_0_1	dd37930	X1 Major Tissue	PLOD1+			0.81847104074715	6.60160106036485e-144
dd_Smed_v6_10673_0_1	dd10673	X1 Major Tissue	PLOD1+			1.70474463252523	8.27855769860018e-107
dd_Smed_v6_10868_0_1	fer3l-2	X1 Major Tissue	PLOD1+			2.07880572772593	7.15324032368361e-92
dd_Smed_v6_9165_0_1	ets-1	X1 Major Tissue	PLOD1+			3.52526381808699	4.84971644190806e-91
dd_Smed_v6_7442_0_1	dd7442	X1 Major Tissue	PLOD1+			0.469131525672517	5.4235792278768e-91
dd_Smed_v6_9893_0_1	coe	X1 Major Tissue	PLOD1+			1.12331878982503	1.45204157080968e-74
dd_Smed_v6_12873_0_1	nkx6-2	X1 Major Tissue	PLOD1+			4.039423064603	9.28347713163719e-72
dd_Smed_v6_6910_0_1	foxF-1	X1 Major Tissue	PLOD1+			3.71606975858726	2.18668772271118e-53
dd_Smed_v6_13341_0_1	dd13341	X1 Major Tissue	PLOD1+			1.09389108322039	7.34029424836409e-50
dd_Smed_v6_8820_0_1	islet1	X1 Major Tissue	PLOD1+			0.849284856638121	4.75541847577044e-43
dd_Smed_v6_47627_0_1	dd47627	X1 Major Tissue	PLOD1+			0.388986429384079	2.15148242958824e-40
dd_Smed_v6_58909_0_1	gata4/5/6-3	X1 Major Tissue	PLOD1+			1.01816181643351	2.5507371075963e-36
dd_Smed_v6_19327_0_1	nkx1-1	X1 Major Tissue	PLOD1+			2.92106269901359	8.24364247469203e-35
dd_Smed_v6_18147_0_1	dd18147	X1 Major Tissue	PLOD1+			2.2971761380418	2.91187167944646e-34
dd_Smed_v6_22585_0_1	ZicA	X1 Major Tissue	PLOD1+			2.09599495106637	8.88067631371719e-33
