go_id,term,namespace,neural_go,tf_go,composite_bonus,n_of_97_neural_candidates,in_fig9_go_dotplot,in_fig_s1_map,in_fig_s2_top10_matrix,in_fig_s3_top15,in_fig_s4_neural_focus,is_obsolete
GO:0007399,nervous system development,biological_process,yes,no,go_neural +0.03,12,yes,yes,yes,no,yes,no
GO:0007411,axon guidance,biological_process,yes,no,go_neural +0.03,9,no,yes,yes,no,yes,no
GO:0007417,central nervous system development,biological_process,yes,no,go_neural +0.03,8,no,yes,yes,no,yes,no
GO:0007420,brain development,biological_process,yes,no,go_neural +0.03,8,no,yes,yes,no,yes,no
GO:0007605,sensory perception of sound,biological_process,yes,no,go_neural +0.03,8,no,yes,yes,no,yes,no
GO:0045665,negative regulation of neuron differentiation,biological_process,yes,no,go_neural +0.03,8,no,yes,yes,no,yes,no
GO:0048663,neuron fate commitment,biological_process,yes,no,go_neural +0.03,7,no,yes,no,no,yes,no
GO:0001764,neuron migration,biological_process,yes,no,go_neural +0.03,6,no,yes,no,no,yes,no
GO:0008045,motor neuron axon guidance,biological_process,yes,no,go_neural +0.03,6,no,no,no,no,yes,no
GO:0030182,neuron differentiation,biological_process,yes,no,go_neural +0.03,6,no,no,no,no,yes,no
GO:0045664,regulation of neuron differentiation,biological_process,yes,no,go_neural +0.03,6,no,no,no,no,yes,no
GO:0001654,eye development,biological_process,yes,no,go_neural +0.03,5,no,no,no,no,yes,no
GO:0031290,retinal ganglion cell axon guidance,biological_process,yes,no,go_neural +0.03,5,no,no,no,no,no,no
GO:0007422,peripheral nervous system development,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0021879,forebrain neuron differentiation,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0021915,neural tube development,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0030901,midbrain development,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0042491,inner ear auditory receptor cell differentiation,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0045666,positive regulation of neuron differentiation,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0048666,neuron development,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0048813,dendrite morphogenesis,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0097150,neuronal stem cell population maintenance,biological_process,yes,no,go_neural +0.03,4,no,no,no,no,no,no
GO:0007601,visual perception,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0021524,visceral motor neuron differentiation,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0030900,forebrain development,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0043010,camera-type eye development,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0048699,generation of neurons,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0048749,compound eye development,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0070983,dendrite guidance,biological_process,yes,no,go_neural +0.03,3,no,no,no,no,no,no
GO:0001754,eye photoreceptor cell differentiation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0001755,neural crest cell migration,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0001843,neural tube closure,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0007409,axonogenesis,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0007423,sensory organ development,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0007638,mechanosensory behavior,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0010001,glial cell differentiation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0010977,negative regulation of neuron projection development,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0021520,spinal cord motor neuron cell fate specification,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0021522,spinal cord motor neuron differentiation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0021781,glial cell fate commitment,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0022008,neurogenesis,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0030516,regulation of axon extension,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0042676,compound eye cone cell fate commitment,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0043524,negative regulation of neuron apoptotic process,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0046619,lens placode formation involved in camera-type eye formation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0048485,sympathetic nervous system development,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0048596,embryonic camera-type eye morphogenesis,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0048665,neuron fate specification,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0048676,axon extension,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0048935,peripheral nervous system neuron development,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0050771,negative regulation of axonogenesis,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0050909,sensory perception of taste,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0051402,neuron apoptotic process,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0060385,axonogenesis involved in innervation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0071542,dopaminergic neuron differentiation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:2000179,positive regulation of neural precursor cell proliferation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:2000979,positive regulation of forebrain neuron differentiation,biological_process,yes,no,go_neural +0.03,2,no,no,no,no,no,no
GO:0001745,compound eye morphogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0001752,compound eye photoreceptor fate commitment,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0001842,neural fold formation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0003357,noradrenergic neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0007380,"specification of segmental identity, head",biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0008258,head involution,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0010976,positive regulation of neuron projection development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0014032,neural crest cell development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0014033,neural crest cell differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021523,somatic motor neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021526,medial motor column neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021527,spinal cord association neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021782,glial cell development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021797,forebrain anterior/posterior pattern specification,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021798,forebrain dorsal/ventral pattern formation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021884,forebrain neuron development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021889,olfactory bulb interneuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021902,commitment of neuronal cell to specific neuron type in forebrain,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021905,forebrain-midbrain boundary formation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021912,obsolete regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification,biological_process,yes,yes,go_neural +0.03 + go_tf +0.02,1,no,no,no,no,no,yes
GO:0021913,obsolete regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification,biological_process,yes,yes,go_neural +0.03 + go_tf +0.02,1,no,no,no,no,no,yes
GO:0021918,obsolete regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment,biological_process,yes,yes,go_neural +0.03 + go_tf +0.02,1,no,no,no,no,no,yes
GO:0021953,central nervous system neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0021954,central nervous system neuron development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0030902,hindbrain development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0042462,eye photoreceptor cell development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0042667,auditory receptor cell fate specification,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0042668,auditory receptor cell fate determination,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0043525,positive regulation of neuron apoptotic process,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0045609,positive regulation of inner ear auditory receptor cell differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0045773,positive regulation of axon extension,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0045887,positive regulation of synaptic assembly at neuromuscular junction,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048050,post-embryonic eye morphogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048486,parasympathetic nervous system development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048814,regulation of dendrite morphogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048854,brain morphogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048880,sensory system development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0048936,peripheral nervous system neuron axonogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0050768,negative regulation of neurogenesis,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0050773,regulation of dendrite development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0060040,retinal bipolar neuron differentiation,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0060580,ventral spinal cord interneuron fate determination,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:2000171,negative regulation of dendrite development,biological_process,yes,no,go_neural +0.03,1,no,no,no,no,no,no
GO:0005634,nucleus,cellular_component,no,no,,67,yes,yes,yes,yes,no,no
GO:0003700,DNA-binding transcription factor activity,molecular_function,no,yes,go_tf +0.02,61,yes,yes,yes,yes,no,no
GO:0006355,regulation of DNA-templated transcription,biological_process,no,no,,61,yes,yes,yes,yes,no,no
GO:0003677,DNA binding,molecular_function,no,yes,go_tf +0.02,60,yes,yes,yes,yes,no,no
GO:0043565,sequence-specific DNA binding,molecular_function,no,yes,go_tf +0.02,50,yes,yes,yes,yes,no,no
GO:0006351,DNA-templated transcription,biological_process,no,no,,46,yes,yes,yes,yes,no,no
GO:0045944,positive regulation of transcription by RNA polymerase II,biological_process,no,yes,go_tf +0.02,32,no,yes,yes,yes,no,no
GO:0005515,protein binding,molecular_function,no,no,,30,no,yes,yes,yes,no,no
GO:0007275,multicellular organism development,biological_process,no,no,,29,yes,yes,yes,yes,no,no
GO:0045893,positive regulation of DNA-templated transcription,biological_process,no,no,,23,no,yes,no,yes,no,no
GO:0000122,negative regulation of transcription by RNA polymerase II,biological_process,no,yes,go_tf +0.02,21,no,yes,no,yes,no,no
GO:0006357,regulation of transcription by RNA polymerase II,biological_process,no,yes,go_tf +0.02,20,yes,yes,no,yes,no,no
GO:0005622,intracellular anatomical structure,cellular_component,no,no,,17,no,no,no,yes,no,no
GO:0005667,transcription regulator complex,cellular_component,no,no,,17,yes,no,no,yes,no,no
GO:0008270,zinc ion binding,molecular_function,no,no,,16,no,no,no,yes,no,no
GO:0005737,cytoplasm,cellular_component,no,no,,15,no,no,no,no,no,no
GO:0044212,transcription cis-regulatory region binding,molecular_function,no,no,,13,no,no,no,no,no,no
GO:0045892,negative regulation of DNA-templated transcription,biological_process,no,no,,13,no,no,no,no,no,no
GO:0046872,metal ion binding,molecular_function,no,no,,13,no,no,no,no,no,no
GO:0003682,chromatin binding,molecular_function,no,no,,11,no,no,no,no,no,no
GO:0003705,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function,no,yes,go_tf +0.02,11,no,no,no,no,no,no
GO:0005730,nucleolus,cellular_component,no,no,,11,yes,no,no,no,no,no
GO:0045165,cell fate commitment,biological_process,no,no,,11,no,no,no,no,no,no
GO:0048839,inner ear development,biological_process,no,no,,10,no,no,no,no,no,no
GO:0006366,transcription by RNA polymerase II,biological_process,no,no,,9,no,no,no,no,no,no
GO:0008134,transcription factor binding,molecular_function,no,no,,9,no,no,no,no,no,no
GO:0010468,regulation of gene expression,biological_process,no,no,,9,no,no,no,no,no,no
GO:0030154,cell differentiation,biological_process,no,no,,9,no,no,no,no,no,no
GO:0046983,protein dimerization activity,molecular_function,no,no,,9,no,no,no,no,no,no
GO:0001077,"DNA-binding transcription activator activity, RNA polymerase II-specific",molecular_function,no,yes,go_tf +0.02,8,yes,no,no,no,no,no
GO:0042472,inner ear morphogenesis,biological_process,no,no,,8,no,no,no,no,no,no
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function,no,yes,go_tf +0.02,7,no,no,no,no,no,no
GO:0001822,kidney development,biological_process,no,no,,7,no,no,no,no,no,no
GO:0003676,nucleic acid binding,molecular_function,no,yes,go_tf +0.02,7,no,no,no,no,no,no
GO:0007507,heart development,biological_process,no,no,,7,no,no,no,no,no,no
GO:0008285,negative regulation of cell population proliferation,biological_process,no,no,,7,no,no,no,no,no,no
GO:0031016,pancreas development,biological_process,no,no,,7,no,no,no,no,no,no
GO:0005829,cytosol,cellular_component,no,no,,6,no,no,no,no,no,no
GO:0007498,mesoderm development,biological_process,no,no,,6,no,no,no,no,no,no
GO:0008283,cell population proliferation,biological_process,no,no,,6,no,no,no,no,no,no
GO:0009953,dorsal/ventral pattern formation,biological_process,no,no,,6,no,no,no,no,no,no
GO:0060042,retina morphogenesis in camera-type eye,biological_process,no,no,,6,no,no,no,no,no,no
GO:0000976,transcription cis-regulatory region binding,molecular_function,no,no,,5,no,no,no,no,no,no
GO:0001709,cell fate determination,biological_process,no,no,,5,no,no,no,no,no,no
GO:0002089,lens morphogenesis in camera-type eye,biological_process,no,no,,5,no,no,no,no,no,no
GO:0003714,transcription corepressor activity,molecular_function,no,no,,5,no,no,no,no,no,no
GO:0005575,cellular_component,cellular_component,no,no,,5,no,no,no,no,no,no
GO:0009887,animal organ morphogenesis,biological_process,no,no,,5,no,no,no,no,no,no
GO:0021983,pituitary gland development,biological_process,no,no,,5,no,no,no,no,no,no
GO:0046982,protein heterodimerization activity,molecular_function,no,no,,5,no,no,no,no,no,no
GO:0048863,stem cell differentiation,biological_process,no,no,,5,no,no,no,no,no,no
GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,molecular_function,no,yes,go_tf +0.02,4,no,no,no,no,no,no
GO:0001078,"DNA-binding transcription repressor activity, RNA polymerase II-specific",molecular_function,no,yes,go_tf +0.02,4,no,no,no,no,no,no
GO:0001525,angiogenesis,biological_process,no,no,,4,no,no,no,no,no,no
GO:0001708,cell fate specification,biological_process,no,no,,4,no,no,no,no,no,no
GO:0001889,liver development,biological_process,no,no,,4,no,no,no,no,no,no
GO:0002088,lens development in camera-type eye,biological_process,no,no,,4,no,no,no,no,no,no
GO:0003151,outflow tract morphogenesis,biological_process,no,no,,4,no,no,no,no,no,no
GO:0007389,pattern specification process,biological_process,no,no,,4,no,no,no,no,no,no
GO:0007419,ventral cord development,biological_process,no,no,,4,no,no,no,no,no,no
GO:0007476,imaginal disc-derived wing morphogenesis,biological_process,no,no,,4,no,no,no,no,no,no
GO:0008150,biological_process,biological_process,no,no,,4,no,no,no,no,no,no
GO:0008284,positive regulation of cell population proliferation,biological_process,no,no,,4,no,no,no,no,no,no
GO:0009952,anterior/posterior pattern specification,biological_process,no,no,,4,no,no,no,no,no,no
GO:0030910,olfactory placode formation,biological_process,no,no,,4,no,no,no,no,no,no
GO:0035019,somatic stem cell population maintenance,biological_process,no,no,,4,no,no,no,no,no,no
GO:0043066,negative regulation of apoptotic process,biological_process,no,no,,4,no,no,no,no,no,no
GO:0043433,obsolete negative regulation of DNA-binding transcription factor activity,biological_process,no,yes,go_tf +0.02,4,no,no,no,no,no,yes
GO:0045596,negative regulation of cell differentiation,biological_process,no,no,,4,no,no,no,no,no,no
GO:0090090,negative regulation of canonical Wnt signaling pathway,biological_process,no,no,,4,no,no,no,no,no,no
GO:0000790,chromatin,cellular_component,no,no,,3,no,no,no,no,no,no
GO:0000980,RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function,no,yes,go_tf +0.02,3,no,no,no,no,no,no
GO:0001102,RNA polymerase II-specific DNA-binding transcription factor binding,molecular_function,no,yes,go_tf +0.02,3,no,no,no,no,no,no
GO:0001105,transcription coactivator activity,molecular_function,no,no,,3,no,no,no,no,no,no
GO:0001568,blood vessel development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0002052,positive regulation of neuroblast proliferation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0003690,double-stranded DNA binding,molecular_function,no,yes,go_tf +0.02,3,no,no,no,no,no,no
GO:0005654,nucleoplasm,cellular_component,no,no,,3,no,no,no,no,no,no
GO:0007050,regulation of cell cycle,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007224,smoothened signaling pathway,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007283,spermatogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007400,neuroblast fate determination,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007402,ganglion mother cell fate determination,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007501,mesodermal cell fate specification,biological_process,no,no,,3,no,no,no,no,no,no
GO:0007517,muscle organ development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0009611,response to wounding,biological_process,no,no,,3,no,no,no,no,no,no
GO:0009950,dorsal/ventral axis specification,biological_process,no,no,,3,no,no,no,no,no,no
GO:0010629,negative regulation of gene expression,biological_process,no,no,,3,no,no,no,no,no,no
GO:0016922,nuclear receptor binding,molecular_function,no,no,,3,no,no,no,no,no,no
GO:0021516,dorsal spinal cord development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0021542,dentate gyrus development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0021987,cerebral cortex development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0030183,B cell differentiation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0030326,embryonic limb morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0030858,positive regulation of epithelial cell differentiation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0031018,endocrine pancreas development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0034504,protein localization to nucleus,biological_process,no,no,,3,no,no,no,no,no,no
GO:0042127,regulation of cell population proliferation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0042474,middle ear morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0043231,intracellular membrane-bounded organelle,cellular_component,no,no,,3,no,no,no,no,no,no
GO:0043588,skin development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0044424,obsolete intracellular part,cellular_component,no,no,,3,no,no,no,no,no,yes
GO:0048557,embryonic digestive tract morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0048646,anatomical structure formation involved in morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0048701,embryonic cranial skeleton morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0050680,negative regulation of epithelial cell proliferation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0055010,ventricular cardiac muscle tissue morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0060021,roof of mouth development,biological_process,no,no,,3,no,no,no,no,no,no
GO:0060214,endocardium formation,biological_process,no,no,,3,no,no,no,no,no,no
GO:0060235,lens induction in camera-type eye,biological_process,no,no,,3,no,no,no,no,no,no
GO:0060325,face morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0090103,cochlea morphogenesis,biological_process,no,no,,3,no,no,no,no,no,no
GO:0000902,cell morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,molecular_function,no,yes,go_tf +0.02,2,no,no,no,no,no,no
GO:0000982,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function,no,yes,go_tf +0.02,2,no,no,no,no,no,no
GO:0000987,cis-regulatory region sequence-specific DNA binding,molecular_function,no,yes,go_tf +0.02,2,no,no,no,no,no,no
GO:0001085,RNA polymerase II-specific DNA-binding transcription factor binding,molecular_function,no,yes,go_tf +0.02,2,no,no,no,no,no,no
GO:0001569,branching involved in blood vessel morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001649,osteoblast differentiation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001656,metanephros development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001657,ureteric bud development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001658,branching involved in ureteric bud morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001701,in utero embryonic development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001714,endodermal cell fate specification,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001938,positive regulation of endothelial cell proliferation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001945,lymph vessel development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001946,lymphangiogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0001947,heart looping,biological_process,no,no,,2,no,no,no,no,no,no
GO:0002062,chondrocyte differentiation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0002194,hepatocyte cell migration,biological_process,no,no,,2,no,no,no,no,no,no
GO:0003007,heart morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0003148,outflow tract septum morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0003203,endocardial cushion morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0003215,cardiac right ventricle morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0003674,molecular_function,molecular_function,no,no,,2,no,no,no,no,no,no
GO:0003680,minor groove of adenine-thymine-rich DNA binding,molecular_function,no,yes,go_tf +0.02,2,no,no,no,no,no,no
GO:0003713,transcription coactivator activity,molecular_function,no,no,,2,no,no,no,no,no,no
GO:0004871,obsolete signal transducer activity,molecular_function,no,no,,2,no,no,no,no,no,yes
GO:0005813,centrosome,cellular_component,no,no,,2,no,no,no,no,no,no
GO:0005875,microtubule associated complex,cellular_component,no,no,,2,no,no,no,no,no,no
GO:0005886,plasma membrane,cellular_component,no,no,,2,no,no,no,no,no,no
GO:0005938,cell cortex,cellular_component,no,no,,2,no,no,no,no,no,no
GO:0006325,chromatin organization,biological_process,no,no,,2,no,no,no,no,no,no
GO:0006606,protein import into nucleus,biological_process,no,no,,2,no,no,no,no,no,no
GO:0006911,"phagocytosis, engulfment",biological_process,no,no,,2,no,no,no,no,no,no
GO:0006915,apoptotic process,biological_process,no,no,,2,no,no,no,no,no,no
GO:0006959,humoral immune response,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007165,signal transduction,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007405,neuroblast proliferation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007406,negative regulation of neuroblast proliferation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007416,synapse assembly,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007450,"dorsal/ventral pattern formation, imaginal disc",biological_process,no,no,,2,no,no,no,no,no,no
GO:0007465,R7 cell fate commitment,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007480,imaginal disc-derived leg morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007492,endoderm development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007619,courtship behavior,biological_process,no,no,,2,no,no,no,no,no,no
GO:0007626,locomotory behavior,biological_process,no,no,,2,no,no,no,no,no,no
GO:0008015,blood circulation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0008049,male courtship behavior,biological_process,no,no,,2,no,no,no,no,no,no
GO:0008104,intracellular protein localization,biological_process,no,no,,2,no,no,no,no,no,no
GO:0008356,asymmetric cell division,biological_process,no,no,,2,no,no,no,no,no,no
GO:0008406,gonad development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0009790,embryo development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0009888,tissue development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0009954,proximal/distal pattern formation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0010092,specification of animal organ identity,biological_process,no,no,,2,no,no,no,no,no,no
GO:0010595,positive regulation of endothelial cell migration,biological_process,no,no,,2,no,no,no,no,no,no
GO:0010628,positive regulation of gene expression,biological_process,no,no,,2,no,no,no,no,no,no
GO:0010944,obsolete negative regulation of transcription by competitive promoter binding,biological_process,no,yes,go_tf +0.02,2,no,no,no,no,no,yes
GO:0014003,oligodendrocyte development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0016055,Wnt signaling pathway,biological_process,no,no,,2,no,no,no,no,no,no
GO:0016319,mushroom body development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0016604,nuclear body,cellular_component,no,no,,2,no,no,no,no,no,no
GO:0019827,stem cell population maintenance,biological_process,no,no,,2,no,no,no,no,no,no
GO:0019901,protein kinase binding,molecular_function,no,no,,2,no,no,no,no,no,no
GO:0021559,trigeminal nerve development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0021562,vestibulocochlear nerve development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0021623,oculomotor nerve formation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0021707,cerebellar granule cell differentiation,biological_process,no,no,,2,no,no,no,no,no,no
GO:0021984,adenohypophysis development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0023019,signal transduction involved in regulation of gene expression,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030097,hemopoiesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030178,negative regulation of Wnt signaling pathway,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030240,skeletal muscle thin filament assembly,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030308,negative regulation of cell growth,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030324,lung development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030335,positive regulation of cell migration,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030509,BMP signaling pathway,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030513,positive regulation of BMP signaling pathway,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030538,embryonic genitalia morphogenesis,biological_process,no,no,,2,no,no,no,no,no,no
GO:0030539,male genitalia development,biological_process,no,no,,2,no,no,no,no,no,no
GO:0032024,positive regulation of insulin secretion,biological_process,no,no,,2,no,no,no,no,no,no
GO:0032403,protein-containing complex binding,molecular_function,no,no,,2,no,no,no,no,no,no
